"Occupancy","Capacity","QueueLength","TrafficConditionNearby","IsSpecialDay","VehicleType","Model2Price","time","diff"
"173","485","2","low","0","cycle","11.55","1752074098718","1"
"337","485","5","average","1","cycle","13.16","1752074098718","1"
"308","485","5","average","0","car","12.86","1752074098718","1"
"252","387","2","low","0","car","11.79","1752074098718","1"
"211","577","4","average","1","car","12.47","1752074098718","1"
"2564","3883","4","low","0","car","12.63","1752074098718","1"
"272","690","2","low","0","bike","11.29","1752074098718","1"
"647","690","2","low","0","car","12.03","1752074098718","1"
"645","2803","5","average","0","car","12.53","1752074098718","1"
"1047","2937","3","low","0","car","11.96","1752074098718","1"
"566","2803","3","average","0","car","11.67","1752074098718","1"
"617","1200","2","low","0","bike","11.39","1752074098718","1"
"1169","2937","8","high","0","bike","13.46","1752074098718","1"
"358","485","7","high","0","car","13.62","1752074098718","1"
"1180","1322","7","high","0","bike","13.45","1752074098718","1"
"598","687","2","low","0","car","11.98","1752074098718","1"
"1038","2937","3","low","0","truck","12.25","1752074098718","1"
"344","387","8","high","0","bike","13.87","1752074098718","1"
"727","1200","3","low","0","car","12.17","1752074098718","1"
"624","1322","3","low","0","bike","11.77","1752074098718","1"
"622","2009","1","low","0","car","11.09","1752074098718","1"
"1859","3883","3","low","0","car","12.07","1752074098718","1"
"1154","3883","2","low","0","car","11.5","1752074098718","1"
"54","577","1","low","0","car","10.91","1752074098718","1"
"29","577","1","average","0","bike","10.42","1752074098718","1"
"1084","3883","3","average","0","bike","11.44","1752074098718","1"
"198","577","4","average","0","truck","12.49","1752074098718","1"
"1903","3883","3","low","0","car","12.08","1752074098718","1"
"1603","3883","3","low","0","car","12.01","1752074098718","1"
"3427","3883","9","high","0","car","14.57","1752074098718","1"
"632","690","6","high","0","car","13.35","1752074098718","1"
"401","687","3","low","0","bike","11.86","1752074098718","1"
"353","485","7","high","0","cycle","13.61","1752074098718","1"
"899","1322","5","average","0","car","12.9","1752074098718","1"
"1355","2009","9","high","0","car","14.4","1752074098718","1"
"1099","3103","9","high","0","bike","13.84","1752074098718","1"
"471","2937","2","low","0","car","11.38","1752074098718","1"
"490","1322","2","low","0","bike","11.27","1752074098718","1"
"447","470","8","high","0","bike","13.92","1752074098718","1"
"482","2937","4","low","1","car","12.47","1752074098718","1"
"465","3103","3","low","1","cycle","12.04","1752074098718","1"
"1397","1920","8","high","0","cycle","14.02","1752074098718","1"
"1118","1920","3","low","0","car","12.15","1752074098718","1"
"374","2937","2","average","0","bike","10.9","1752074098718","1"
"449","1200","8","high","0","bike","13.44","1752074098718","1"
"1261","2803","12","high","1","car","15.71","1752074098718","1"
"1263","2937","8","high","0","truck","14.07","1752074098718","1"
"233","2803","2","low","0","car","11.32","1752074098718","1"
"660","690","5","average","0","car","13.13","1752074098718","1"
"366","485","4","average","0","cycle","12.55","1752074098718","1"
"772","1200","8","high","0","car","13.95","1752074098718","1"
"227","577","4","average","0","car","12.24","1752074098718","1"
"502","2803","6","high","0","bike","12.44","1752074098718","1"
"1158","2937","6","average","0","car","13.08","1752074098718","1"
"592","2803","9","high","1","bike","13.97","1752074098718","1"
"1526","1920","7","average","1","truck","14.37","1752074098718","1"
"401","387","8","high","0","car","14.28","1752074098718","1"
"256","577","1","low","0","car","11.2","1752074098718","1"
"774","2009","3","low","0","car","11.99","1752074098718","1"
"1272","2009","6","average","0","bike","12.99","1752074098718","1"
"325","387","8","high","1","car","14.37","1752074098718","1"
"900","2937","11","high","1","car","15.17","1752074098718","1"
"344","387","2","low","0","cycle","11.99","1752074098718","1"
"395","690","2","low","0","car","11.73","1752074098718","1"
"255","470","3","average","0","cycle","11.95","1752074098718","1"
"650","690","4","average","0","car","12.7","1752074098718","1"
"219","577","4","average","0","car","12.23","1752074098718","1"
"904","3103","3","low","0","bike","11.62","1752074098718","1"
"370","470","5","low","1","car","13.41","1752074098718","1"
"722","1200","4","average","0","cycle","12.42","1752074098718","1"
"347","470","2","low","0","bike","11.57","1752074098718","1"
"533","1322","3","low","0","bike","11.71","1752074098718","1"
"1076","3103","4","low","0","car","12.37","1752074098718","1"
"146","577","3","average","0","truck","12.0","1752074098718","1"
"246","690","3","average","0","car","11.8","1752074098718","1"
"390","485","4","average","0","car","12.59","1752074098718","1"
"174","577","6","high","0","cycle","12.83","1752074098718","1"
"288","387","2","low","0","truck","12.16","1752074098718","1"
"376","470","3","low","0","bike","12.04","1752074098718","1"
"219","387","2","low","0","car","11.72","1752074098718","1"
"828","2009","2","low","0","car","11.59","1752074098718","1"
"197","485","7","high","1","car","13.59","1752074098718","1"
"373","387","4","average","0","truck","13.01","1752074098718","1"
"364","2803","2","low","1","car","11.61","1752074098718","1"
"282","485","7","high","0","bike","13.19","1752074098718","1"
"587","1920","2","low","0","truck","11.8","1752074098718","1"
"550","2803","2","low","0","car","11.41","1752074098718","1"
"875","1322","4","average","0","car","12.47","1752074098718","1"
"443","470","3","average","0","car","12.29","1752074098718","1"
"52","577","2","low","0","bike","11.03","1752074098718","1"
"335","387","4","average","0","bike","12.35","1752074098718","1"
"332","387","5","average","0","bike","12.76","1752074098718","1"
"301","470","3","low","0","car","12.2","1752074098718","1"
"252","387","2","low","0","truck","12.08","1752074098718","1"
"777","1322","6","average","0","bike","12.95","1752074098718","1"
"280","1200","10","high","1","cycle","14.69","1752074098718","1"
"491","687","4","average","0","car","12.51","1752074098718","1"
"550","1200","3","average","0","car","11.88","1752074098718","1"
"1537","1920","9","high","0","car","14.5","1752074098718","1"
"1322","2937","4","average","0","car","12.29","1752074098718","1"
"1126","2937","3","low","0","bike","11.69","1752074098718","1"
"918","3103","2","low","0","bike","11.2","1752074098718","1"
"554","1200","2","low","0","bike","11.34","1752074098718","1"
"436","1322","2","low","0","car","11.52","1752074098718","1"
"316","470","2","low","0","bike","11.52","1752074098718","1"
"772","1322","3","low","0","bike","11.86","1752074098718","1"
"2942","3883","3","low","0","truck","12.59","1752074098718","1"
"765","1322","12","high","1","cycle","15.82","1752074098718","1"
"191","577","3","low","1","car","12.19","1752074098718","1"
"468","690","8","high","0","bike","13.69","1752074098718","1"
"109","470","6","high","0","car","12.78","1752074098718","1"
"395","387","6","average","0","car","13.6","1752074098718","1"
"743","1200","8","high","0","car","13.93","1752074098718","1"
"684","690","9","high","0","car","14.66","1752074098718","1"
"398","470","1","low","0","car","11.54","1752074098718","1"
"424","470","3","low","0","car","12.42","1752074098718","1"
"1235","2009","5","average","1","bike","12.8","1752074098718","1"
"1502","2009","7","average","0","car","13.79","1752074098718","1"
"612","690","5","average","0","bike","12.78","1752074098718","1"
"970","1322","3","low","0","car","12.28","1752074098718","1"
"383","387","7","high","0","cycle","13.82","1752074098718","1"
"182","485","5","average","1","car","12.9","1752074098718","1"
"1102","1920","3","low","0","car","12.14","1752074098718","1"
"1449","2009","8","high","0","car","14.02","1752074098718","1"
"571","2803","4","average","0","car","12.09","1752074098718","1"
"224","485","10","high","1","bike","14.59","1752074098718","1"
"165","577","2","low","0","car","11.49","1752074098718","1"
"293","387","2","low","0","cycle","11.88","1752074098718","1"
"125","690","5","average","1","bike","12.44","1752074098718","1"
"317","1920","2","low","1","car","11.64","1752074098718","1"
"60","577","3","low","1","car","12.0","1752074098718","1"
"1083","3883","13","high","1","car","15.98","1752074098718","1"
"534","1322","2","low","0","bike","11.29","1752074098718","1"
"1331","2009","9","high","0","bike","14.09","1752074098718","1"
"334","687","4","average","1","truck","12.86","1752074098718","1"
"931","3883","4","low","0","truck","12.57","1752074098718","1"
"520","687","4","average","0","car","12.55","1752074098718","1"
"1181","2937","3","low","0","truck","12.29","1752074098718","1"
"758","2937","5","average","0","car","12.55","1752074098718","1"
"624","1920","3","average","0","car","11.77","1752074098718","1"
"305","690","2","low","0","cycle","11.62","1752074098718","1"
"1342","2937","9","high","0","bike","13.92","1752074098718","1"
"1225","2937","4","average","0","cycle","12.26","1752074098718","1"
"135","470","10","high","1","car","14.74","1752074098718","1"
"609","2803","3","low","0","car","11.85","1752074098718","1"
"143","470","6","average","1","car","13.25","1752074098718","1"
"573","687","6","average","0","car","13.45","1752074098718","1"
"506","2937","4","average","1","bike","12.02","1752074098718","1"
"735","1200","4","average","0","car","12.43","1752074098718","1"
"1153","1920","3","low","0","car","12.17","1752074098718","1"
"497","687","2","low","0","car","11.85","1752074098718","1"
"1032","2937","4","average","0","car","12.21","1752074098718","1"
"1013","1920","3","average","0","car","11.94","1752074098718","1"
"312","687","8","average","1","cycle","14.21","1752074098718","1"
"1054","2937","3","average","0","car","11.8","1752074098718","1"
"390","577","2","low","0","car","11.81","1752074098718","1"
"232","2803","2","low","0","car","11.32","1752074098718","1"
"523","687","2","low","0","truck","12.18","1752074098718","1"
"431","2803","5","average","1","car","12.71","1752074098718","1"
"2731","3883","5","average","0","car","12.92","1752074098718","1"
"447","687","2","low","0","car","11.79","1752074098718","1"
"778","2937","3","average","0","bike","11.43","1752074098718","1"
"1271","2937","3","low","0","car","12.03","1752074098718","1"
"1242","2937","6","average","0","bike","12.81","1752074098718","1"
"607","2803","3","average","0","car","11.68","1752074098718","1"
"604","1920","3","average","0","bike","11.47","1752074098718","1"
"1903","3883","12","high","1","bike","15.45","1752074098718","1"
"402","387","6","high","0","car","13.45","1752074098718","1"
"846","1200","4","average","0","car","12.5","1752074098718","1"
"1398","2937","5","average","0","car","12.73","1752074098718","1"
"217","577","7","high","0","truck","13.61","1752074098718","1"
"943","2937","3","low","0","car","11.93","1752074098718","1"
"676","2937","5","average","1","bike","12.48","1752074098718","1"
"470","470","6","average","0","car","13.58","1752074098718","1"
"303","485","2","low","0","bike","11.48","1752074098718","1"
"50","470","1","low","0","car","10.92","1752074098718","1"
"766","2803","2","low","0","car","11.48","1752074098718","1"
"757","2803","6","average","0","car","12.98","1752074098718","1"
"840","3103","9","high","0","bike","13.77","1752074098718","1"
"408","485","8","high","0","car","14.12","1752074098718","1"
"621","690","8","high","0","car","14.17","1752074098718","1"
"558","687","4","average","0","bike","12.3","1752074098718","1"
"347","387","2","low","0","bike","11.71","1752074098718","1"
"1226","1920","3","low","0","car","12.2","1752074098718","1"
"1100","2937","4","average","0","bike","11.94","1752074098718","1"
"1296","2937","3","low","0","bike","11.74","1752074098718","1"
"251","485","3","average","0","car","11.93","1752074098718","1"
"56","577","1","low","0","bike","10.62","1752074098718","1"
"712","2937","2","average","0","car","11.29","1752074098718","1"
"1073","3103","2","low","0","car","11.54","1752074098718","1"
"362","470","3","low","0","car","12.31","1752074098718","1"
"507","690","4","average","0","car","12.53","1752074098718","1"
"492","690","2","low","0","car","11.84","1752074098718","1"
"336","387","4","low","0","truck","13.1","1752074098718","1"
"1331","3103","9","high","0","car","14.19","1752074098718","1"
"1201","3883","3","low","0","car","11.92","1752074098718","1"
"402","387","5","average","0","bike","12.91","1752074098718","1"
"343","485","5","average","0","truck","13.21","1752074098718","1"
"1242","2937","7","average","0","car","13.52","1752074098718","1"
"1166","3103","6","average","0","car","13.06","1752074098718","1"
"92","690","2","low","0","car","11.36","1752074098718","1"
"89","577","1","low","0","car","10.96","1752074098718","1"
"842","1322","7","high","0","cycle","13.53","1752074098718","1"
"546","1920","3","low","0","car","11.9","1752074098718","1"
"1415","1920","10","high","0","bike","14.57","1752074098718","1"
"402","387","7","high","0","car","13.87","1752074098718","1"
"802","1200","6","average","0","car","13.31","1752074098718","1"
"62","470","3","average","1","truck","12.15","1752074098718","1"
"111","1200","2","average","0","car","11.16","1752074098718","1"
"1353","3103","4","low","0","truck","12.74","1752074098718","1"
"807","3103","2","low","0","car","11.47","1752074098718","1"
"406","2803","3","low","0","cycle","11.79","1752074098718","1"
"547","687","8","high","0","car","14.08","1752074098718","1"
"335","687","3","low","1","truck","12.61","1752074098718","1"
"509","1322","1","low","0","car","11.15","1752074098718","1"
"344","387","4","average","0","car","12.66","1752074098718","1"
"2161","3883","3","low","0","car","12.13","1752074098718","1"
"69","577","1","low","0","car","10.93","1752074098718","1"
"22","577","2","low","1","car","11.53","1752074098718","1"
"1445","1920","6","average","0","cycle","13.38","1752074098718","1"
"351","687","2","low","0","car","11.68","1752074098718","1"
"274","577","2","low","0","cycle","11.65","1752074098718","1"
"641","2803","4","average","0","truck","12.4","1752074098718","1"
"1009","2009","3","low","0","car","12.09","1752074098718","1"
"383","1322","1","low","0","car","11.07","1752074098718","1"
"259","1200","1","low","0","car","11.01","1752074098718","1"
"1209","1920","6","average","0","car","13.27","1752074098718","1"
"851","2937","4","average","0","truck","12.45","1752074098718","1"
"327","387","5","average","0","car","13.04","1752074098718","1"
"407","470","3","low","0","car","12.39","1752074098718","1"
"428","2803","8","high","0","truck","13.84","1752074098718","1"
"117","387","2","low","1","truck","12.04","1752074098718","1"
"573","2803","2","low","0","bike","11.13","1752074098718","1"
"420","470","8","high","0","car","14.16","1752074098718","1"
"1300","1920","6","average","0","cycle","13.31","1752074098718","1"
"775","1322","7","high","0","car","13.49","1752074098718","1"
"533","1322","3","average","0","car","11.84","1752074098718","1"
"505","2803","2","low","0","bike","11.11","1752074098718","1"
"306","485","10","high","1","car","15.03","1752074098718","1"
"1162","2937","9","high","0","bike","13.87","1752074098718","1"
"260","690","5","average","1","car","12.9","1752074098718","1"
"246","2803","1","low","0","car","10.91","1752074098718","1"
"568","690","3","low","0","bike","12.06","1752074098718","1"
"647","1200","2","low","0","car","11.7","1752074098718","1"
"1288","2009","10","high","0","car","14.78","1752074098718","1"
"77","387","2","low","0","bike","11.12","1752074098718","1"
"470","687","2","low","0","car","11.82","1752074098718","1"
"460","2803","2","low","0","car","11.39","1752074098718","1"
"861","3103","4","low","0","car","12.31","1752074098718","1"
"1165","2937","9","high","0","bike","13.87","1752074098718","1"
"419","1322","2","low","0","bike","11.22","1752074098718","1"
"463","2937","2","low","0","car","11.38","1752074098718","1"
"1233","2009","10","high","0","car","14.76","1752074098718","1"
"96","470","3","average","0","car","11.67","1752074098718","1"
"677","1200","9","high","0","cycle","14.3","1752074098718","1"
"1459","1920","8","high","0","bike","13.76","1752074098718","1"
"170","485","2","low","0","car","11.54","1752074098718","1"
"121","470","2","low","0","car","11.46","1752074098718","1"
"309","485","2","low","1","car","12.03","1752074098718","1"
"538","2009","3","low","1","car","12.14","1752074098718","1"
"295","690","2","low","0","car","11.61","1752074098718","1"
"3168","3883","6","average","0","truck","13.72","1752074098718","1"
"1174","3103","7","high","0","bike","13.02","1752074098718","1"
"390","387","5","average","0","car","13.17","1752074098718","1"
"143","470","2","low","0","car","11.5","1752074098718","1"
"1224","2937","4","low","0","car","12.43","1752074098718","1"
"241","387","3","low","0","car","12.19","1752074098718","1"
"293","387","3","low","0","cycle","12.3","1752074098718","1"
"334","387","6","average","0","car","13.47","1752074098718","1"
"1416","1920","10","high","0","bike","14.57","1752074098718","1"
"1198","2009","7","high","0","truck","13.79","1752074098718","1"
"154","470","2","average","0","car","11.36","1752074098718","1"
"455","1322","8","average","1","car","14.12","1752074098718","1"
"1261","2009","4","average","0","car","12.44","1752074098718","1"
"1149","3883","2","low","0","car","11.5","1752074098718","1"
"1237","2009","8","high","0","car","13.93","1752074098718","1"
"3257","3883","5","low","0","cycle","13.2","1752074098718","1"
"804","1322","8","high","0","car","13.92","1752074098718","1"
"685","3103","4","low","1","car","12.52","1752074098718","1"
"366","485","5","average","0","bike","12.67","1752074098718","1"
"193","485","2","low","0","car","11.58","1752074098718","1"
"2592","3883","10","high","0","truck","15.1","1752074098718","1"
"1478","1920","8","high","0","car","14.06","1752074098718","1"
"568","690","3","average","0","car","12.19","1752074098718","1"
"634","690","4","average","0","car","12.68","1752074098718","1"
"80","470","3","low","0","bike","11.52","1752074098718","1"
"267","485","2","low","0","car","11.71","1752074098718","1"
"861","2009","13","high","1","bike","15.82","1752074098718","1"
"372","1322","3","low","1","car","12.15","1752074098718","1"
"534","687","2","low","0","car","11.9","1752074098718","1"
"818","2937","3","average","0","car","11.73","1752074098718","1"
"69","470","2","low","0","car","11.37","1752074098718","1"
"132","470","2","low","0","car","11.48","1752074098718","1"
"345","485","5","average","0","car","12.93","1752074098718","1"
"445","1200","2","low","0","truck","11.85","1752074098718","1"
"1458","3883","7","high","0","car","13.31","1752074098718","1"
"519","2803","7","average","1","car","13.57","1752074098718","1"
"1202","3103","3","low","0","car","11.99","1752074098718","1"
"1258","3103","6","average","0","car","13.09","1752074098718","1"
"169","577","5","average","0","cycle","12.58","1752074098718","1"
"215","485","1","low","0","car","11.2","1752074098718","1"
"349","1322","2","low","0","truck","11.76","1752074098718","1"
"653","687","4","low","0","car","12.88","1752074098718","1"
"810","2937","2","low","0","truck","11.77","1752074098718","1"
"999","3103","2","low","0","bike","11.23","1752074098718","1"
"416","687","3","low","0","car","12.17","1752074098718","1"
"934","3883","5","average","1","cycle","12.78","1752074098718","1"
"390","2803","3","low","0","car","11.78","1752074098718","1"
"411","690","1","low","0","car","11.33","1752074098718","1"
"298","485","1","low","0","car","11.35","1752074098718","1"
"1082","1920","5","average","0","car","12.8","1752074098718","1"
"201","577","7","high","0","car","13.29","1752074098718","1"
"393","387","2","low","0","car","12.1","1752074098718","1"
"1433","1920","10","high","0","car","14.87","1752074098718","1"
"1070","1920","9","high","0","car","14.3","1752074098718","1"
"1372","2009","5","average","0","car","12.9","1752074098718","1"
"779","1920","2","low","0","cycle","11.59","1752074098718","1"
"188","687","1","low","0","car","11.06","1752074098718","1"
"134","387","2","low","1","car","11.79","1752074098718","1"
"387","2937","3","low","1","car","12.03","1752074098718","1"
"188","687","3","low","1","car","12.14","1752074098718","1"
"183","690","7","average","1","car","13.64","1752074098718","1"
"633","1322","3","low","0","car","12.07","1752074098718","1"
"367","387","2","average","0","car","11.87","1752074098718","1"
"534","687","4","average","0","car","12.56","1752074098718","1"
"1317","3103","4","low","1","truck","12.98","1752074098718","1"
"778","3883","3","low","1","car","12.08","1752074098718","1"
"220","577","5","average","0","bike","12.36","1752074098718","1"
"1006","2009","3","average","0","cycle","11.92","1752074098718","1"
"1032","2937","4","low","0","car","12.38","1752074098718","1"
"843","3103","3","low","0","car","11.89","1752074098718","1"
"235","485","6","average","1","car","13.4","1752074098718","1"
"924","2937","6","average","1","bike","12.97","1752074098718","1"
"3247","3883","6","average","0","car","13.45","1752074098718","1"
"365","387","2","low","0","bike","11.74","1752074098718","1"
"254","387","2","low","0","car","11.8","1752074098718","1"
"281","485","2","low","0","car","11.73","1752074098718","1"
"434","470","4","average","0","car","12.69","1752074098718","1"
"306","690","3","average","0","truck","12.16","1752074098718","1"
"291","690","2","low","0","cycle","11.6","1752074098718","1"
"701","1200","2","low","0","bike","11.45","1752074098718","1"
"401","387","3","low","0","truck","12.82","1752074098718","1"
"594","2803","4","average","0","bike","11.8","1752074098718","1"
"547","2803","4","average","0","car","12.08","1752074098718","1"
"501","687","2","low","0","cycle","11.86","1752074098718","1"
"625","2803","9","high","0","car","14.02","1752074098718","1"
"163","470","2","low","0","bike","11.25","1752074098718","1"
"769","1200","9","high","0","car","14.37","1752074098718","1"
"183","577","4","average","0","bike","11.89","1752074098718","1"
"3190","3883","11","high","0","bike","15.06","1752074098718","1"
"740","2009","3","low","0","car","11.97","1752074098718","1"
"1263","2009","6","average","0","bike","12.98","1752074098718","1"
"1372","2937","9","high","0","car","14.22","1752074098718","1"
"633","690","8","high","0","car","14.18","1752074098718","1"
"394","470","4","average","0","car","12.62","1752074098718","1"
"744","1920","3","low","0","cycle","11.99","1752074098718","1"
"317","687","2","low","0","car","11.63","1752074098718","1"
"191","577","9","high","1","car","14.36","1752074098718","1"
"991","3103","8","high","0","bike","13.39","1752074098718","1"
"657","3103","3","average","1","car","11.93","1752074098718","1"
"342","387","8","high","0","bike","13.86","1752074098718","1"
"602","687","6","average","0","car","13.48","1752074098718","1"
"65","470","2","low","0","car","11.37","1752074098718","1"
"361","470","2","low","0","car","11.89","1752074098718","1"
"896","3103","8","high","0","car","13.66","1752074098718","1"
"2319","3883","3","low","0","car","12.16","1752074098718","1"
"402","2803","2","low","0","car","11.37","1752074098718","1"
"337","485","2","low","0","bike","11.54","1752074098718","1"
"667","1920","3","average","0","car","11.79","1752074098718","1"
"185","690","5","high","0","truck","12.68","1752074098718","1"
"317","387","2","average","0","bike","11.47","1752074098718","1"
"2504","3883","3","low","0","cycle","12.2","1752074098718","1"
"288","690","4","average","0","car","12.26","1752074098718","1"
"487","1920","6","average","1","bike","12.92","1752074098718","1"
"648","1200","2","low","0","car","11.7","1752074098718","1"
"401","387","8","high","0","car","14.28","1752074098718","1"
"566","2803","3","average","0","car","11.67","1752074098718","1"
"276","1920","3","low","1","car","12.04","1752074098718","1"
"60","470","2","low","0","car","11.36","1752074098718","1"
"344","387","4","average","0","car","12.66","1752074098718","1"
"152","2803","3","low","1","car","11.96","1752074098718","1"
"696","1322","5","average","0","car","12.77","1752074098718","1"
"444","687","7","high","0","car","13.54","1752074098718","1"
"543","3883","4","low","1","car","12.45","1752074098718","1"
"756","3103","6","average","0","car","12.95","1752074098718","1"
"57","387","1","low","0","cycle","10.96","1752074098718","1"
"474","2803","3","low","1","car","12.06","1752074098718","1"
"186","690","5","average","0","cycle","12.56","1752074098718","1"
"329","485","3","low","0","truck","12.52","1752074098718","1"
"193","485","5","high","1","car","12.75","1752074098718","1"
"1249","3103","9","high","0","car","14.17","1752074098718","1"
"551","2803","2","low","0","truck","11.71","1752074098718","1"
"264","485","3","low","1","car","12.37","1752074098718","1"
"53","577","3","low","1","car","11.99","1752074098718","1"
"672","2803","6","average","0","bike","12.66","1752074098718","1"
"637","2937","12","high","1","truck","15.81","1752074098718","1"
"280","387","4","average","0","bike","12.23","1752074098718","1"
"1227","2009","5","average","0","car","12.84","1752074098718","1"
"2809","3883","8","high","0","car","14.02","1752074098718","1"
"423","470","3","average","0","bike","11.96","1752074098718","1"
"215","387","2","low","0","car","11.71","1752074098718","1"
"954","3103","5","average","0","car","12.59","1752074098718","1"
"191","577","4","average","0","cycle","12.19","1752074098718","1"
"1005","3103","6","average","0","car","13.02","1752074098718","1"
"966","1920","2","low","0","truck","11.96","1752074098718","1"
"765","3103","2","low","0","truck","11.75","1752074098718","1"
"550","687","3","low","0","car","12.33","1752074098718","1"
"297","1200","4","average","0","car","12.12","1752074098718","1"
"320","485","7","high","0","car","13.55","1752074098718","1"
"453","470","5","average","0","car","13.14","1752074098718","1"
"2390","3883","2","low","0","truck","12.05","1752074098718","1"
"286","687","3","low","0","bike","11.72","1752074098718","1"
"657","690","6","average","0","cycle","13.54","1752074098718","1"
"623","690","6","average","0","bike","13.21","1752074098718","1"
"314","577","7","average","1","car","13.87","1752074098718","1"
"1814","3103","6","average","0","car","13.24","1752074098718","1"
"214","470","4","average","0","car","12.3","1752074098718","1"
"266","485","2","low","1","car","11.96","1752074098718","1"
"633","690","6","average","0","bike","13.22","1752074098718","1"
"399","387","7","high","0","bike","13.57","1752074098718","1"
"460","470","8","high","0","bike","13.94","1752074098718","1"
"405","1322","4","low","1","truck","12.88","1752074098718","1"
"1336","3883","3","average","0","truck","12.08","1752074098718","1"
"1108","2009","2","low","0","car","11.71","1752074098718","1"
"401","387","2","low","0","car","12.11","1752074098718","1"
"647","1200","5","average","0","car","12.78","1752074098718","1"
"157","577","4","average","0","bike","11.85","1752074098718","1"
"1023","2937","3","low","0","cycle","11.96","1752074098718","1"
"550","1322","2","low","0","car","11.6","1752074098718","1"
"580","1200","3","low","0","cycle","12.07","1752074098718","1"
"1422","1920","6","average","0","car","13.37","1752074098718","1"
"371","2803","2","low","0","car","11.36","1752074098718","1"
"1029","2009","5","low","1","truck","13.47","1752074098718","1"
"1359","2937","10","high","0","car","14.64","1752074098718","1"
"509","3103","2","low","0","car","11.39","1752074098718","1"
"516","687","5","average","0","car","12.96","1752074098718","1"
"631","1200","7","high","0","car","13.44","1752074098718","1"
"379","2803","2","low","0","car","11.36","1752074098718","1"
"1076","3103","3","low","0","cycle","11.96","1752074098718","1"
"162","577","2","low","0","car","11.48","1752074098718","1"
"172","690","3","low","1","car","12.12","1752074098718","1"
"259","2803","2","low","0","car","11.33","1752074098718","1"
"180","485","5","average","1","bike","12.6","1752074098718","1"
"512","690","2","low","0","truck","12.16","1752074098718","1"
"1112","1920","4","low","1","cycle","12.82","1752074098718","1"
"265","1322","3","low","1","bike","11.79","1752074098718","1"
"747","3103","7","high","0","car","13.2","1752074098718","1"
"75","2803","2","low","0","car","11.27","1752074098718","1"
"660","3883","3","low","1","car","12.06","1752074098718","1"
"368","470","2","low","0","car","11.9","1752074098718","1"
"474","687","3","low","0","bike","11.95","1752074098718","1"
"2921","3883","3","low","0","cycle","12.29","1752074098718","1"
"756","1322","8","high","0","truck","14.18","1752074098718","1"
"1364","2937","9","high","0","car","14.22","1752074098718","1"
"746","1322","4","average","0","car","12.39","1752074098718","1"
"355","470","2","low","0","car","11.88","1752074098718","1"
"1701","3103","5","average","0","car","12.79","1752074098718","1"
"3184","3883","6","average","0","bike","13.14","1752074098718","1"
"80","470","5","average","1","truck","13.02","1752074098718","1"
"337","687","3","average","1","car","12.16","1752074098718","1"
"890","1200","4","average","0","car","12.53","1752074098718","1"
"545","2937","2","low","0","cycle","11.4","1752074098718","1"
"216","485","10","high","1","car","14.87","1752074098718","1"
"106","577","2","low","0","car","11.4","1752074098718","1"
"219","690","1","low","0","bike","10.81","1752074098718","1"
"413","690","3","low","0","bike","11.87","1752074098718","1"
"1062","2009","9","high","0","car","14.27","1752074098718","1"
"317","1920","2","low","0","bike","11.1","1752074098718","1"
"1279","3103","4","low","0","bike","12.14","1752074098718","1"
"162","690","9","high","1","car","14.28","1752074098718","1"
"615","687","4","average","0","bike","12.37","1752074098718","1"
"331","577","7","high","0","bike","13.19","1752074098718","1"
"886","3103","6","average","0","car","12.99","1752074098718","1"
"431","577","2","average","0","car","11.71","1752074098718","1"
"502","1920","4","average","0","car","12.13","1752074098718","1"
"287","387","5","average","0","car","12.95","1752074098718","1"
"541","1920","11","high","1","car","15.15","1752074098718","1"
"560","1200","3","average","0","car","11.89","1752074098718","1"
"653","690","5","average","0","truck","13.41","1752074098718","1"
"3350","3883","10","high","0","car","14.97","1752074098718","1"
"1383","2009","6","average","0","car","13.32","1752074098718","1"
"1416","1920","9","high","0","cycle","14.45","1752074098718","1"
"182","690","6","high","0","bike","12.51","1752074098718","1"
"686","687","7","high","0","car","13.83","1752074098718","1"
"775","1322","8","high","0","car","13.91","1752074098718","1"
"567","1200","2","low","0","car","11.64","1752074098718","1"
"1709","3883","4","low","1","truck","12.99","1752074098718","1"
"156","577","3","low","0","car","11.89","1752074098718","1"
"1367","2937","9","high","0","car","14.22","1752074098718","1"
"213","470","3","average","0","car","11.88","1752074098718","1"
"310","485","4","average","0","car","12.45","1752074098718","1"
"203","690","6","average","1","bike","12.95","1752074098718","1"
"65","690","1","low","0","truck","11.2","1752074098718","1"
"230","470","1","low","0","bike","10.95","1752074098718","1"
"102","1200","1","low","0","cycle","10.9","1752074098718","1"
"696","1322","2","low","0","car","11.69","1752074098718","1"
"245","387","2","low","0","car","11.78","1752074098718","1"
"666","2803","2","low","0","car","11.45","1752074098718","1"
"460","470","3","average","0","car","12.32","1752074098718","1"
"334","470","2","low","0","car","11.84","1752074098718","1"
"307","1200","2","low","0","cycle","11.46","1752074098718","1"
"324","577","3","low","1","car","12.38","1752074098718","1"
"634","1200","8","high","0","car","13.86","1752074098718","1"
"189","577","4","average","0","bike","11.9","1752074098718","1"
"1256","2937","7","average","1","bike","13.48","1752074098718","1"
"365","687","3","low","0","bike","11.82","1752074098718","1"
"1065","3103","7","average","1","car","13.7","1752074098718","1"
"471","687","2","low","0","bike","11.53","1752074098718","1"
"2898","3883","4","low","0","car","12.71","1752074098718","1"
"519","3103","3","low","0","bike","11.51","1752074098718","1"
"1134","1920","2","low","0","car","11.74","1752074098718","1"
